track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_pop
Fight Song,Rachel Platten,62,"['dance pop', 'neo mellow', 'pop', 'pop rock']",Wildfire,0.564,0.714,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4,78
"Hey, Soul Sister",Train,71,"['dance pop', 'neo mellow', 'pop', 'pop rock']","Save Me, San Francisco (Golden Gate Edition)",0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4,82
What Makes You Beautiful,One Direction,83,"['boy band', 'pop', 'post-teen pop', 'talent show']",Up All Night,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4,84
Stitches,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",Handwritten (Deluxe),0.746,0.754,-6.681,0.067,0.0152,0.0,0.0486,0.764,149.882,206880,4,4
Payphone,Maroon 5,84,['pop'],Overexposed,0.739,0.756,-4.828,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4,72
A Thousand Years,Christina Perri,70,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,3,71
Shut Up and Dance,WALK THE MOON,68,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",TALKING IS HARD,0.578,0.866,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4,83
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,68,"['dance pop', 'pop rap']",Stereo Hearts (feat. Adam Levine),0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4,57
Pompeii,Bastille,74,"['metropopolis', 'modern rock', 'pop', 'pop rock']",Bad Blood,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4,73
Something Just Like This,The Chainsmokers,80,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Memories...Do Not Open,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,84
Drag Me Down,One Direction,83,"['boy band', 'pop', 'post-teen pop', 'talent show']",Made In The A.M. (Deluxe Edition),0.73,0.703,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4,80
Good Time,Owl City,68,"['indietronica', 'modern rock', 'pop', 'pop rock']",The Midsummer Station,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,205933,4,78
Little Do You Know,Alex & Sierra,60,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",It's About Us,0.5,0.292,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879,185200,4,77
Treat You Better,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",Illuminate,0.444,0.819,-4.078,0.341,0.106,0.0,0.107,0.747,82.695,187973,4,83
Hall of Fame (feat. will.i.am),The Script,72,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",#3,0.421,0.873,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,4,69
Classic,MKTO,66,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",MKTO,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4,82
Let Her Go,Passenger,69,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",All the Little Lights (Deluxe Version),0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4,67
Scars To Your Beautiful,Alessia Cara,73,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",Know-It-All (Deluxe),0.573,0.739,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085,230227,4,47
Just the Way You Are,Bruno Mars,86,"['dance pop', 'pop']",Doo-Wops & Hooligans,0.635,0.841,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4,81
Perfect,Ed Sheeran,90,"['pop', 'uk pop']",÷ (Deluxe),0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,86
There's Nothing Holdin' Me Back,Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",Illuminate (Deluxe),0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4,85
Home,Phillip Phillips,62,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",The World From The Side Of The Moon (Deluxe),0.606,0.826,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,210173,4,69
7 Years,Lukas Graham,69,"['danish pop', 'pop', 'scandipop']",Lukas Graham,0.765,0.473,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,237300,4,79
Blank Space,Taylor Swift,92,['pop'],1989,0.752,0.678,-5.421,0.0646,0.085,1.64e-06,0.13,0.583,96.009,231827,4,63
Fireflies,Owl City,68,"['indietronica', 'modern rock', 'pop', 'pop rock']",Ocean Eyes,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,4,79
Please Don't Go,Joel Adams,54,"['australian pop', 'pop soul']",Please Don't Go,0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,4,72
Lost Boy,Ruth B.,75,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",Lost Boy,0.71,0.0565,-15.099,0.0534,0.965,0.0,0.0889,0.348,123.994,275280,4,72
Say You Won't Let Go,James Arthur,77,"['pop', 'talent show', 'uk pop']",Back from the Edge,0.358,0.557,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4,84
Wake Me Up,Avicii,79,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",True,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4,19
I Like Me Better,Lauv,77,"['dance pop', 'electropop', 'pop']",I met you when I was 18. (the playlist),0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4,82
Happier,Marshmello,81,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Happier,0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4,83
High Hopes,Panic! At The Disco,79,['modern rock'],Pray for the Wicked,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4,82
Glad You Came,The Wanted,65,"['boy band', 'dance pop', 'pop', 'pop dance', 'post-teen pop']",The Wanted (Special Edition),0.61,0.841,-4.579,0.0692,0.056,9.85e-06,0.118,0.431,126.889,198187,4,64
All of Me,John Legend,75,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",Love In The Future (Expanded Edition),0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4,84
Youngblood,5 Seconds of Summer,78,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Youngblood (Deluxe),0.596,0.854,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4,81
Stronger (What Doesn't Kill You),Kelly Clarkson,72,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']",Stronger (Track by Track),0.559,0.937,-4.261,0.0477,0.0472,0.0,0.115,0.677,116.016,221440,4,0
Rude,MAGIC!,65,['reggae fusion'],Don't Kill the Magic,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4,81
Sucker,Jonas Brothers,74,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Happiness Begins,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,4,81
"Sit Still, Look Pretty",Daya,69,"['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']","Sit Still, Look Pretty",0.655,0.74,-4.081,0.274,0.14,0.0,0.106,0.543,182.105,202221,4,72
Riptide,Vance Joy,74,"['folk-pop', 'modern rock', 'pop', 'pop rock']",Dream Your Life Away (Special Edition),0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,79
Sugar,Maroon 5,84,['pop'],V,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4,81
We Are Young (feat. Janelle Monáe),fun.,66,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",Some Nights,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4,77
Grenade,Bruno Mars,86,"['dance pop', 'pop']",Doo-Wops & Hooligans,0.704,0.558,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4,78
Ophelia,The Lumineers,75,"['folk-pop', 'stomp and holler']",Cleopatra,0.664,0.573,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,76
Drive By,Train,71,"['dance pop', 'neo mellow', 'pop', 'pop rock']",California 37,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973,4,78
If I Die Young,The Band Perry,57,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",The Band Perry,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739,222773,4,69
See You Again (feat. Charlie Puth),Wiz Khalifa,81,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",See You Again (feat. Charlie Puth),0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4,82
I Won't Give Up,Jason Mraz,71,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",Love Is a Four Letter Word (Deluxe Edition),0.483,0.303,-10.058,0.0429,0.694,0.0,0.115,0.139,133.406,240166,3,70
Someone You Loved,Lewis Capaldi,76,"['pop', 'uk pop']",Divinely Uninspired To A Hellish Extent,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4,85
Firework,Katy Perry,83,"['dance pop', 'pop', 'post-teen pop']",Teenage Dream,0.638,0.832,-5.039,0.049,0.141,0.0,0.113,0.648,124.071,227893,4,69
Some Nights,fun.,66,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",Some Nights,0.672,0.738,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,4,71
Call Me Maybe,Carly Rae Jepsen,70,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Kiss (Deluxe),0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4,73
Just Give Me a Reason (feat. Nate Ruess),P!nk,78,"['dance pop', 'pop']",The Truth About Love,0.778,0.547,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4,80
A Sky Full of Stars,Coldplay,86,"['permanent wave', 'pop']",Ghost Stories,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4,81
We Are Never Ever Getting Back Together,Taylor Swift,92,['pop'],Red,0.628,0.676,-5.911,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,191880,4,60
Closer,The Chainsmokers,80,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Closer,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4,84
Heartbeat Song,Kelly Clarkson,72,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']",Piece By Piece (Deluxe Version),0.49,0.798,-3.66,0.0489,0.0137,0.0,0.0627,0.479,149.109,198733,4,66
Take Me To Church,Hozier,75,"['irish singer-songwriter', 'pop']",Hozier,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4,82
Tonight Tonight,Hot Chelle Rae,59,"['dance pop', 'dance rock', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",Whatever,0.686,0.783,-4.977,0.119,0.0764,0.0,0.163,0.814,99.978,200467,4,74
Shake It Off,Taylor Swift,92,['pop'],1989,0.647,0.785,-5.414,0.165,0.0561,0.0,0.148,0.943,160.015,219200,4,73
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,80,"['dance pop', 'pop', 'viral pop']",Nine Track Mind,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,69
Thinking out Loud,Ed Sheeran,90,"['pop', 'uk pop']",x (Deluxe Edition),0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4,82
The Middle,Zedd,74,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",The Middle,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,81
Take Me to Church,Hozier,75,"['irish singer-songwriter', 'pop']",Hozier (Expanded Edition),0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,241693,4,76
Roar,Katy Perry,83,"['dance pop', 'pop', 'post-teen pop']",PRISM (Deluxe),0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4,73
YOUTH,Troye Sivan,77,"['australian pop', 'dance pop', 'pop', 'viral pop']",Blue Neighbourhood (Deluxe),0.628,0.737,-4.437,0.041,0.0625,0.0,0.0777,0.592,91.507,185194,4,66
Hey Brother,Avicii,79,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",True,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4,6
Take on the World,You Me At Six,58,"['modern alternative rock', 'modern rock', 'pop punk', 'rock']",Night People,0.557,0.532,-6.467,0.0307,0.16,4.42e-06,0.0999,0.122,103.992,271307,4,65
Shout Out to My Ex,Little Mix,77,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Glory Days: The Platinum Edition,0.773,0.747,-4.061,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,246240,4,1
Set Fire to the Rain,Adele,84,"['british soul', 'pop', 'pop soul', 'uk pop']",21,0.61,0.683,-3.879,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693,4,1
Everybody Talks,Neon Trees,65,"['modern alternative rock', 'modern rock', 'pop rock', 'post-teen pop', 'rock']",Picture Show,0.471,0.924,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,4,80
Love Yourself,Justin Bieber,90,"['canadian pop', 'pop']",Purpose (Deluxe),0.609,0.378,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,233720,4,84
Say Something,A Great Big World,61,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'viral pop']",Is There Anybody Out There?,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3,74
Good Life,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']",Waking Up,0.634,0.69,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988,253307,4,73
Thunder,Imagine Dragons,86,"['modern rock', 'rock']",Evolve,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4,84
Little Talks,Of Monsters and Men,67,"['folk-pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",My Head Is An Animal,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,266600,4,80
Mine,Taylor Swift,92,['pop'],Speak Now,0.624,0.757,-2.94,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,230707,4,65
Ho Hey,The Lumineers,75,"['folk-pop', 'stomp and holler']",The Lumineers,0.685,0.474,-9.105,0.0313,0.779,1.23e-06,0.149,0.36,79.991,161227,4,0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,76,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",Delirium (Deluxe),0.475,0.606,-6.646,0.0346,0.247,0.0,0.125,0.282,94.994,252534,4,52
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,67,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",Toast to Our Differences (Deluxe Edition),0.654,0.798,-4.084,0.0451,0.188,0.0,0.15,0.574,92.207,211760,4,58
Beautiful People (feat. Khalid),Ed Sheeran,90,"['pop', 'uk pop']",No.6 Collaborations Project,0.64,0.647,-8.114,0.186,0.124,0.0,0.0801,0.546,92.979,197867,4,74
Somebody That I Used To Know,Gotye,66,['australian pop'],Making Mirrors,0.864,0.495,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4,76
Someone Like You,Adele,84,"['british soul', 'pop', 'pop soul', 'uk pop']",21,0.559,0.33,-8.251,0.0285,0.892,0.0,0.0975,0.285,135.109,285040,4,1
Believer,Imagine Dragons,86,"['modern rock', 'rock']",Evolve,0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4,87
Billionaire (feat. Bruno Mars),Travie McCoy,61,"['dance pop', 'pop rap']",Billionaire (feat. Bruno Mars),0.633,0.673,-6.403,0.258,0.297,0.0,0.206,0.659,86.776,211160,4,72
Stay With Me,Sam Smith,81,"['dance pop', 'pop', 'uk pop']",In The Lonely Hour,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4,81
Shape of You,Ed Sheeran,90,"['pop', 'uk pop']",÷ (Deluxe),0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,86
Without Me,Halsey,82,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",Without Me,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,78
Side To Side,Ariana Grande,87,"['dance pop', 'pop']",Dangerous Woman,0.65,0.736,-5.84,0.229,0.0528,0.0,0.235,0.613,159.173,226160,4,3
abcdefu,GAYLE,73,['modern alternative pop'],abcdefu,0.695,0.54,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,168602,4,91
When Love Takes Over (feat. Kelly Rowland),David Guetta,85,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",When Love Takes Over,0.658,0.863,-4.64,0.0255,0.0144,0.000193,0.2,0.496,129.972,189000,4,63
We're Good,Dua Lipa,88,"['dance pop', 'pop', 'uk pop']",Future Nostalgia (The Moonlight Edition),0.722,0.588,-5.932,0.0544,0.0319,0.0,0.183,0.59,134.01,165507,4,78
Green Light,Lorde,75,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",Melodrama,0.594,0.721,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,234653,4,74
Say My Name,Destiny's Child,69,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",The Writing's On The Wall,0.522,0.676,-3.571,0.16,0.274,0.0,0.134,0.746,67.427,271333,4,62
Fingers Crossed,Lauren Spencer-Smith,71,"['alt z', 'gen z singer-songwriter', 'pop']",Fingers Crossed,0.603,0.473,-7.23,0.0511,0.616,0.0,0.31,0.446,109.494,175345,4,47
Pon de Replay,Rihanna,86,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",Music Of The Sun,0.779,0.64,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4,77
Slide Away,Miley Cyrus,81,"['dance pop', 'pop', 'post-teen pop']",Slide Away,0.53,0.538,-6.672,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4,70
you broke me first,Tate McRae,80,['pop'],you broke me first,0.667,0.373,-9.389,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4,84
One Dance,Drake,93,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Views,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4,85
Survivor,Destiny's Child,69,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']",Survivor,0.514,0.911,-2.027,0.41,0.0559,0.0,0.775,0.619,161.109,254027,4,70
Break My Heart,Dua Lipa,88,"['dance pop', 'pop', 'uk pop']",Future Nostalgia,0.73,0.729,-3.434,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4,79
Black or White - Single Version,Michael Jackson,80,"['pop', 'r&b', 'soul']",Number Ones,0.759,0.927,-2.768,0.051,0.11,0.029,0.374,0.96,115.075,198507,4,64
Infinity,Jaymes Young,73,"['modern rock', 'pop']",Feel Something,0.671,0.673,-6.941,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,4,89
Empire State of Mind (Part II) Broken Down,Alicia Keys,76,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",The Element Of Freedom,0.484,0.368,-7.784,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480,4,72
Nobody,Martin Jensen,67,"['dance pop', 'danish electronic', 'deep house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Nobody,0.673,0.687,-5.295,0.0623,0.269,0.0,0.181,0.524,96.964,211040,4,52
Falling,Harry Styles,94,['pop'],Fine Line,0.567,0.267,-6.502,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4,85
Don't Start Now,Dua Lipa,88,"['dance pop', 'pop', 'uk pop']",Don't Start Now,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4,80
Shoop,Salt-N-Pepa,60,"['dance pop', 'girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'queens hip hop', 'rap']",Very Necessary,0.939,0.675,-7.232,0.211,0.0915,0.0,0.0565,0.795,96.918,248573,4,70
Viva La Vida,Coldplay,86,"['permanent wave', 'pop']",Viva La Vida or Death and All His Friends,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4,81
The Bones,Maren Morris,72,"['contemporary country', 'country', 'texas country']",GIRL,0.612,0.57,-6.642,0.0347,0.279,0.0,0.0963,0.335,77.004,197293,4,2
Holy (feat. Chance The Rapper),Justin Bieber,90,"['canadian pop', 'pop']",Justice,0.528,0.693,-8.334,0.416,0.199,0.0,0.0905,0.383,83.832,212093,4,42
Blame (feat. John Newman),Calvin Harris,84,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']",Motion,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4,77
What I Am - Radio Edit,Tin Tin Out,42,['hip house'],What I Am,0.698,0.784,-5.711,0.0362,0.394,0.158,0.116,0.922,89.003,234760,4,44
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,68,['scandipop'],Better Days (NEIKED x Mae Muller x Polo G),0.717,0.671,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4,84
Domino,Jessie J,70,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",Who You Are (Platinum Edition),0.758,0.557,-4.568,0.034,0.0117,0.0,0.0418,0.781,126.986,231840,4,75
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,83,"['canadian pop', 'pop', 'viral pop']",Wonder,0.64,0.392,-7.246,0.0574,0.0593,0.0,0.0839,0.502,145.838,178994,4,71
Cheap Thrills,Sia,82,"['australian dance', 'australian pop', 'pop']",This Is Acting,0.628,0.698,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4,61
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,73,"['boy band', 'dance pop']",Backstreet's Back,0.731,0.853,-4.219,0.0363,0.0352,0.0,0.268,0.605,108.016,225360,4,75
The Motto,Tiësto,82,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",The Motto,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4,90
Post Malone (feat. RANI),Sam Feldt,72,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Magnets EP,0.59,0.642,-3.87,0.122,0.0771,0.0,0.105,0.651,107.356,174444,4,69
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,90,"['canadian pop', 'pop']",Justice,0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,198082,4,87
Never Ever,All Saints,55,"['dance pop', 'europop', 'girl group', 'new wave pop', 'pop rock']",All Saints,0.738,0.541,-5.485,0.0311,0.559,0.0,0.0492,0.309,134.187,387573,4,62
Do It To It,ACRAZE,69,[],Do It To It,0.854,0.806,-8.262,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890,4,87
Señorita,Justin Timberlake,77,"['dance pop', 'pop']",Justified,0.841,0.63,-5.356,0.0443,0.0725,0.0,0.0742,0.876,97.964,294867,4,67
Bad Habits,Ed Sheeran,90,"['pop', 'uk pop']",Bad Habits,0.808,0.897,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041,4,29
Before You Go,Lewis Capaldi,76,"['pop', 'uk pop']",Divinely Uninspired To A Hellish Extent (Extended Edition),0.459,0.575,-4.858,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4,82
Big Yellow Taxi,Counting Crows,66,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",Films About Ghosts (The Best Of Counting Crows),0.669,0.873,-4.315,0.0494,0.00204,0.0,0.137,0.827,88.029,225427,4,52
The Way I Are,Timbaland,75,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']",Shock Value,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,179120,4,81
Here With Me,Marshmello,81,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Here With Me,0.791,0.565,-3.933,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,4,73
Yeah 3x,Chris Brown,84,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",F.A.M.E. (Expanded Edition),0.705,0.882,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,241667,4,70
It Feels So Good,Sonique,48,['eurodance'],Hear My Cry,0.634,0.677,-7.278,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867,4,64
Walking Away,Craig David,64,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']",Born to Do It,0.596,0.688,-6.367,0.0345,0.196,0.0,0.121,0.817,172.837,204867,4,62
when the party's over,Billie Eilish,86,"['art pop', 'electropop', 'pop']","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4,81
3 Nights,Dominic Fike,72,"['alternative pop rock', 'pop']","Don't Forget About Me, Demos",0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4,78
Bad Romance,Lady Gaga,83,"['art pop', 'dance pop', 'pop']",The Fame Monster (Deluxe Edition),0.696,0.921,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4,81
Waiting for Tonight,Jennifer Lopez,75,"['dance pop', 'pop', 'pop rap', 'urban contemporary']",On The 6,0.695,0.945,-6.165,0.0418,0.00341,0.0727,0.103,0.84,125.013,246427,4,62
Beautiful Girls,Sean Kingston,69,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'urban contemporary']",Pure... 2000s Party,0.543,0.642,-6.533,0.0888,0.137,0.0,0.243,0.749,117.923,241667,4,55
Intentions,Justin Bieber,90,"['canadian pop', 'pop']",Intentions,0.811,0.553,-6.644,0.0552,0.317,0.0,0.105,0.86,148.014,212869,4,74
